C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C30	C31	C32	C33	C34	C35	C36	C37	C38	C39	C40	C41	C42
CAGL0L02167g		Ortholog(s) have 3-hydroxyacyl-CoA dehydrogenase activity, enoyl-CoA hydratase activity and role in fatty acid beta-oxidation, fatty acid catabolic process, glyoxylate cycle, pathogenesis, very long-chain fatty acid catabolic process	1.035	7.258e-04	1.204	8.808e-04	2.263	9.589e-05	1.244	3.853e-04	1.153	1.509	5.423	2.069	0	0	1	1	REDOX SIGNALING	PEROXISOME	F3	CAGL0L02167g	Type II	0	UP	UP	UP	CAGL0L02167g	YKR009C	S000001717	YKR009C	FOX2	3-hydroxyacyl-CoA dehydrogenase and enoyl-CoA hydratase; multifunctional enzyme of the peroxisomal fatty acid beta-oxidation pathway; mutation is functionally complemented by human HSD17B4	0.985	1.020e-03	1.371	4.239e-04	0.042	9.999e-01	0.779	1.537e-01
CAGL0L02321g		Ortholog(s) have adenylylsulfate kinase activity and role in sulfate assimilation, sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin), sulfur amino acid metabolic process	-0.264	1.299e-01	0.739	8.774e-02	0.099	5.288e-01	1.846	7.287e-04	-0.365	0.898	0.078	3.122	0	0	0	1	IRON-SULFUR CLUSTER SYNTHESIS AND ASSEMBLY	_	F5	CAGL0L02321g	OFF	0	0	0	UP	CAGL0L02321g	YKL001C	S000001484	YKL001C	MET14	Adenylylsulfate kinase; required for sulfate assimilation and involved in methionine metabolism; human homolog PAPSS2 complements yeast null mutant	-0.664	5.670e-03	-0.142	5.092e-01	0.098	9.999e-01	0.195	6.765e-01
CAGL0L02937g	HIS3	Putative imidazoleglycerol-phosphate dehydratase	-2.319	1.639e-04	-1.512	4.269e-04	0.189	4.208e-01	0.123	6.830e-01	-2.766	-2.061	0.299	0.106	-1	-1	0	0	METABOLISM	AMINO ACID METABOLISM	F1	CAGL0L02937g	OFF	DOWN	DOWN	0	0	CAGL0L02937g	YOR202W	S000005728	YOR202W	HIS3	Imidazoleglycerol-phosphate dehydratase; catalyzes the sixth step in histidine biosynthesis; mutations cause histidine auxotrophy and sensitivity to Cu, Co, and Ni salts; transcription is regulated by general amino acid control via Gcn4p	-0.862	3.650e-03	2.063	2.502e-05	-0.144	9.999e-01	-0.546	3.149e-01
CAGL0L03135g		Putative phospholipase D; gene is upregulated in azole-resistant strain	1.916	1.289e-05	1.602	1.398e-05	0.364	8.229e-03	0.286	1.483e-01	2.182	2.032	0.731	0.392	1	1	0	0	REGULATION	OTHERS	F2	CAGL0L03135g	OFF	UP	UP	0	0	CAGL0L03135g	YKR031C	S000001739	YKR031C	SPO14	Phospholipase D; catalyzes the hydrolysis of phosphatidylcholine, producing choline and phosphatidic acid; involved in Sec14p-independent secretion; required for meiosis and spore formation; differently regulated in secretion and meiosis; participates in transcription initiation and/or early elongation of specific genes; interacts with foot domain of RNA polymerase II; deletion results in abnormal CTD-Ser5 phosphorylation of RNA polymerase II at specific promoter regions	3.152	1.180e-05	-0.143	5.388e-01	-0.022	9.999e-01	0.216	7.027e-01
CAGL0L03267g	GAP1	Ortholog(s) have L-proline transmembrane transporter activity, amino acid transmembrane transporter activity, beta-alanine transmembrane transporter activity, polyamine transmembrane transporter activity	1.389	8.008e-05	1.203	3.118e-04	1.352	3.381e-05	0.688	1.187e-02	1.566	1.509	3.173	1.094	0	0	1	0	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0L03267g	Type II	UP	UP	UP	0	CAGL0L03267g	YKR039W	S000001747	YKR039W	GAP1	General amino acid permease; Gap1p senses the presence of amino acid substrates to regulate localization to the plasma membrane when needed; essential for invasive growth	0.96	6.370e-04	0.98	7.415e-04	0.084	9.999e-01	0.803	5.767e-02
CAGL0L03377g		Ortholog(s) have DNA-binding transcription activator activity, RNA polymerase II-specific, RNA polymerase II proximal promoter sequence-specific DNA binding activity	0.282	1.498e-01	-0.196	3.805e-01	1.027	1.445e-04	0.694	7.588e-03	0.273	-0.331	2.369	1.105	0	0	1	0	REGULATION	TRANSCRIPTIONAL REGULATOR	F2	CAGL0L03377g	OFF	0	0	UP	0	CAGL0L03377g	YJL089W	S000003625	YJL089W	SIP4	C6 zinc cluster transcriptional activator; binds to the carbon source-responsive element (CSRE) of gluconeogenic genes; involved in the positive regulation of gluconeogenesis; regulated by Snf1p protein kinase; localized to the nucleus	0.683	1.510e-03	3.257	3.490e-06	-0.094	9.999e-01	0.593	2.656e-01
CAGL0L03696g		Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization	0.386	2.185e-01	0.204	4.362e-01	-0.568	8.454e-03	-1.234	8.111e-04	0.394	0.195	-1.57	-2.268	0	0	0	-1	MEMBRANE / CELL WALL	_	Others	CAGL0L03696g	OFF	0	0	DOWN	DOWN	CAGL0L03696g	YOR092W	S000005618	YOR092W	ECM3	Non-essential protein of unknown function; involved in signal transduction and the genotoxic response; induced rapidly in response to treatment with 8-methoxypsoralen and UVA irradiation; relocalizes from ER to cytoplasm upon DNA replication stress; ECM3 has a paralog, YNL095C, that arose from the whole genome duplication	0.912	8.670e-04	0.636	4.825e-02	-0.145	9.999e-01	0.129	7.629e-01
CAGL0L03806g		Ortholog(s) have rRNA binding activity and role in actomyosin contractile ring assembly, maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), ribosomal large subunit biogenesis	-1.707	3.789e-05	-0.826	2.703e-03	-0.232	1.654e-01	-0.742	5.833e-03	-2.051	-1.159	-0.741	-1.407	-1	0	0	0	METABOLISM	RIBOSOMAL BIOGENESIS	F1	CAGL0L03806g	OFF	DOWN	0	0	0	CAGL0L03806g	YNL110C	S000005054	YNL110C	NOP15	Constituent of 66S pre-ribosomal particles; involved in 60S ribosomal subunit biogenesis; localizes to both nucleolus and cytoplasm	-1.643	2.290e-05	0.093	6.238e-01	-0.087	9.999e-01	-0.158	7.857e-01
CAGL0L03828g		Ortholog(s) have electron transfer activity, role in ergosterol biosynthetic process, sterol biosynthetic process and endoplasmic reticulum membrane localization	-1.772	3.811e-03	-2.282	5.829e-06	-1.506	3.381e-05	-2.718	1.899e-06	-2.127	-3.073	-3.889	-4.863	-1	-1	-1	-1	REDOX SIGNALING	FLAVO HEMO PROTEIN	F3	CAGL0L03828g	Type II	DOWN	DOWN	DOWN	DOWN	CAGL0L03828g	YNL111C	S000005055	YNL111C	CYB5	Cytochrome b5; involved in the sterol and lipid biosynthesis pathways; acts as an electron donor to support sterol C5-6 desaturation	-1.083	6.020e-04	1.978	3.845e-05	-0.149	9.999e-01	-0.535	1.291e-01
CAGL0L03846g		Ortholog(s) have RNA helicase activity, RNA-dependent ATPase activity	-2.609	9.370e-06	-1.598	6.280e-05	0.249	1.465e-01	-0.716	1.168e-02	-3.105	-2.173	0.447	-1.361	-1	-1	0	0	REGULATION	RNA BINDING	F2	CAGL0L03846g	OFF	DOWN	DOWN	0	0	CAGL0L03846g	YNL112W	S000005056	YNL112W	DBP2	ATP-dependent RNA helicase of the DEAD-box protein family; has strong preference for dsRNA; interacts with YRA1; required for assembly of Yra1p, Nab2p and Mex67p onto mRNA and formation of nuclear mRNP; involved in mRNA decay and rRNA processing; may be involved in suppression of transcription from cryptic initiation sites	-2.112	2.870e-05	0.147	5.716e-01	-0.074	9.999e-01	-0.141	7.884e-01
CAGL0L03982g		Ortholog(s) have malate synthase activity, role in acetate catabolic process, carbon utilization, fatty acid catabolic process, glyoxylate cycle and cytosol, peroxisomal matrix, peroxisome localization	0.381	3.627e-02	-0.18	3.532e-01	0.9	7.582e-04	1.246	1.981e-04	0.388	-0.31	2.057	2.071	0	0	1	1	METABOLISM	ENERGY PRODUCTION (RESPIRATORY)	F1	CAGL0L03982g	OFF	0	0	UP	UP	CAGL0L03982g	YNL117W	S000005061	YNL117W	MLS1	Malate synthase, enzyme of the glyoxylate cycle; involved in utilization of non-fermentable carbon sources; expression is subject to carbon catabolite repression; localizes in peroxisomes during growth on oleic acid, otherwise cytosolic; can accept butyryl-CoA as acyl-CoA donor in addition to traditional substrate acetyl-CoA	2.071	3.720e-06	1.675	8.944e-05	0.112	9.999e-01	0.205	5.862e-01
CAGL0L04070g		Ortholog(s) have structural constituent of ribosome activity and mitochondrial large ribosomal subunit, mitochondrion localization	0.128	5.083e-01	0.044	8.937e-01	0.089	6.489e-01	2.291	2.154e-04	0.093	-0.015	0.052	3.9	0	0	0	1	METABOLISM	MITOCHONDRIAL BIOGENESIS	F1	CAGL0L04070g	OFF	0	0	0	UP	CAGL0L04070g	YNL122C	S000005066	YNL122C		Mitochondrial ribosomal protein of the large subunit; homologous to bacterial L35 and human MRPL35 ribosomal proteins	-1.286	9.260e-05	0.878	3.230e-02	0.067	9.999e-01	-0.279	7.989e-01
CAGL0L04510g		Ortholog(s) have structural constituent of ribosome activity	-1.567	2.215e-04	-1.794	6.553e-05	0.323	1.171e-01	-0.868	9.434e-03	-1.888	-2.432	0.631	-1.628	0	-1	0	0	REGULATION	TRANSLATION	F2	CAGL0L04510g	Type II	DOWN	DOWN	0	DOWN	CAGL0L04510g	YOR167C	S000005693	YOR167C	RPS28A	Protein component of the small (40S) ribosomal subunit; has an extraribosomal function in regulation of RPS28B, in which Rps28Ap binds to a decapping complex via Edc3p, which then binds to RPS28B mRNA leading to its decapping and degradation; homologous to mammalian ribosomal protein S28, no bacterial homolog; RPS28A has a paralog, RPS28B, that arose from the whole genome duplication	-1.104	1.590e-03	0.374	1.134e-01	-0.071	9.999e-01	-0.254	6.344e-01
CAGL0L04598g		Ortholog(s) have RNA 7-methylguanosine cap binding, m7G(5')pppN diphosphatase activity, role in cellular response to starvation, deadenylation-dependent decapping of nuclear-transcribed mRNA and P-body, cytoplasm, nucleus localization	2.065	7.486e-06	0.263	1.797e-01	0.334	5.124e-02	0.432	6.942e-02	2.356	0.272	0.657	0.648	1	0	0	0	REGULATION	OTHERS	F2	CAGL0L04598g	OFF	UP	0	0	0	CAGL0L04598g	YOR173W	S000005699	YOR173W	DCS2	m(7)GpppX pyrophosphatase regulator; non-essential, stress induced regulatory protein; modulates m7G-oligoribonucleotide metabolism; inhibits Dcs1p; regulated by Msn2p, Msn4p, and the Ras-cAMP-cAPK signaling pathway; mutant has increased aneuploidy tolerance; DCS2 has a paralog, DCS1, that arose from the whole genome duplication	2.525	1.480e-05	-0.11	6.942e-01	-0.358	9.999e-01	-0.524	4.402e-01
CAGL0L04664g	HEM15	Ortholog(s) have 2 iron, 2 sulfur cluster binding, ferrochelatase activity, role in heme biosynthetic process and mitochondrial inner membrane localization	-1.387	7.825e-05	-1.61	7.899e-05	0.194	1.376e-01	0.475	5.084e-02	-1.677	-2.189	0.312	0.723	0	-1	0	0	METABOLISM	HEME BIOSYNTHESIS	F1	CAGL0L04664g	OFF	DOWN	DOWN	0	0	CAGL0L04664g	YOR176W	S000005702	YOR176W	HEM15	Ferrochelatase; a mitochondrial inner membrane protein, catalyzes insertion of ferrous iron into protoporphyrin IX, the eighth and final step in the heme biosynthetic pathway; human homolog FECH can complement yeast mutant and allow growth of haploid null after sporulation of a heterozygous diploid	-1.749	6.290e-05	3.164	9.530e-06	-0.304	9.999e-01	-0.526	3.436e-01
CAGL0L05236g	MDH1	Malate dehydrogenase	-0.274	9.793e-02	-1.218	4.377e-04	1.168	3.381e-05	0.762	7.166e-03	-0.377	-1.674	2.719	1.224	0	0	1	0	REDOX SIGNALING	METABOLISM	F3	CAGL0L05236g	Type I	0	DOWN	UP	0	CAGL0L05236g	YKL085W	S000001568	YKL085W	MDH1	Mitochondrial malate dehydrogenase; catalyzes interconversion of malate and oxaloacetate; involved in the tricarboxylic acid (TCA) cycle; phosphorylated	0.072	7.460e-01	2.326	1.832e-05	-0.577	9.999e-01	-0.546	4.302e-01
CAGL0L05258g		Ortholog(s) have sulfiredoxin activity and role in cellular protein localization, cellular response to oxidative stress	4.012	2.934e-06	5.036	6.112e-08	-1.327	3.381e-05	-0.674	1.011e-02	4.63	6.546	-3.448	-1.289	1	1	-1	0	REDOX SIGNALING	THIOL REDOX	F3	CAGL0L05258g	Type I	UP	UP	DOWN	0	CAGL0L05258g	YKL086W	S000001569	YKL086W	SRX1	Sulfiredoxin; contributes to oxidative stress resistance by reducing cysteine-sulfinic acid groups in the peroxiredoxin Tsa1p, which is formed upon exposure to oxidants; conserved in higher eukaryotes; protein abundance increases in response to DNA replication stress	3.516	2.500e-05	-1.601	4.554e-03	-0.094	9.999e-01	0.349	7.129e-01
CAGL0L05500g		Ortholog(s) have role in ribosomal large subunit biogenesis and cytoplasm, nucleus localization	-1.368	7.119e-05	-0.578	1.209e-02	-0.459	1.021e-02	-1.234	1.397e-04	-1.655	-0.832	-1.301	-2.266	0	0	0	-1	METABOLISM	RIBOSOMAL BIOGENESIS	F1	CAGL0L05500g	Type II	DOWN	0	0	DOWN	CAGL0L05500g	YJL122W	S000003658	YJL122W	ALB1	Shuttling pre-60S factor; involved in the biogenesis of ribosomal large subunit; interacts directly with Arx1p; responsible for Tif6p recycling defects in absence of Rei1p	-1.695	2.740e-05	0.324	8.222e-02	-0.091	9.999e-01	0.02	9.586e-01
CAGL0L05742g		Ortholog(s) have iron ion transmembrane transporter activity, role in iron import into the mitochondrion and mitochondrion localization	1.733	1.376e-05	1.579	2.042e-05	-0.095	4.902e-01	-0.535	3.734e-02	1.968	2.003	-0.401	-1.044	0	1	0	0	TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	CAGL0L05742g	OFF	UP	UP	0	0	CAGL0L05742g	YJL133W	S000003669	YJL133W	MRS3	Iron transporter, mediates Fe2+ transport across inner mito membrane; mitochondrial carrier family member; active under low-iron conditions; may transport other cations; MRS3 has a paralog, MRS4, that arose from the whole genome duplication	1.261	1.130e-03	1.847	3.657e-04	-0.212	9.999e-01	-0.28	6.695e-01
CAGL0L05786g		Has domain(s) with predicted nucleic acid binding, zinc ion binding activity	0.04	8.737e-01	-0.464	4.117e-02	0.989	9.190e-05	0.197	3.540e-01	-0.01	-0.683	2.275	0.237	0	0	1	0	UNCLASSIFIED	_	Others	CAGL0L05786g	OFF	0	0	UP	0	CAGL0L05786g	YPR013C	S000006217	YPR013C	CMR3	Putative zinc finger protein; YPR013C is not an essential gene	0.196	2.480e-01	0.297	1.057e-01	0.021	9.999e-01	-0.151	7.404e-01
CAGL0L06094g	STR3	Putative cystathionine beta-lyase; gene is upregulated in azole-resistant strain	1.664	1.115e-01	4.123	1.334e-07	1.437	1.069e-02	0.06	8.352e-01	1.887	5.346	3.384	-0.004	0	1	1	0	IRON-SULFUR CLUSTER SYNTHESIS AND ASSEMBLY	_	F5	CAGL0L06094g	OFF	0	UP	0	0	CAGL0L06094g	YGL184C	S000003152	YGL184C	STR3	Peroxisomal cystathionine beta-lyase; converts cystathionine into homocysteine; may be redox regulated by Gto1p; involved in the release of the aromatic thiol 3-mercaptohexanol during wine fermentation	1.4	3.020e-04	0.134	5.045e-01	0.162	9.999e-01	-0.236	5.285e-01
CAGL0L06160g		Ortholog(s) have cytochrome-c oxidase activity, zinc ion binding activity and role in mitochondrial electron transport, cytochrome c to oxygen	-1.743	2.468e-04	-2.497	5.829e-06	0.226	2.028e-01	0.163	5.656e-01	-2.093	-3.355	0.39	0.177	-1	-1	0	0	REDOX SIGNALING	RESPIRATORY CHAIN	F3	CAGL0L06160g	OFF	DOWN	DOWN	0	0	CAGL0L06160g	YGL187C	S000003155	YGL187C	COX4	Subunit IV of cytochrome c oxidase; the terminal member of the mitochondrial inner membrane electron transport chain; precursor N-terminal 25 residues are cleaved during mitochondrial import; phosphorylated; spermidine enhances translation	-1.841	2.030e-05	1.189	1.013e-03	-0.125	9.999e-01	-0.05	9.500e-01
CAGL0L06512g		Ortholog(s) have role in meiotic cell cycle	2.12	1.835e-04	-0.015	9.634e-01	0.543	2.620e-02	0.744	3.770e-02	2.42	-0.093	1.175	1.192	1	0	0	0	UNCLASSIFIED	_	Others	CAGL0L06512g	OFF	UP	0	0	0	CAGL0L06512g	YGR230W	S000003462	YGR230W	BNS1	Protein of unknown function; overexpression bypasses need for Spo12p, but not required for meiosis; BNS1 has a paralog, SPO12, that arose from the whole genome duplication	3.404	6.050e-05	-0.292	1.475e-01	0.174	9.999e-01	0.314	6.285e-01
CAGL0L06578g		Ortholog(s) have ubiquitin ligase activator activity	0.932	2.351e-04	1.928	6.553e-05	0.136	2.767e-01	0.044	8.773e-01	1.032	2.461	0.169	-0.031	0	1	0	0	REGULATION	OTHERS	F2	CAGL0L06578g	OFF	0	UP	0	0	CAGL0L06578g	YGR225W	S000003457	YGR225W	AMA1	Activator of meiotic anaphase promoting complex (APC/C); Cdc20p family member; required for initiation of spore wall assembly; required for Clb1p degradation during meiosis; prevents premature assembly of the meiosis I spindle, required for DSB induced prophase I arrest	0.528	3.360e-02	-0.279	4.175e-01	-0.173	9.999e-01	0.418	5.666e-01
CAGL0L06666g	YHB1	Putative flavohemoglobin, involved in nitric oxide detoxification	-1.556	3.253e-04	-3.196	2.828e-05	-1.353	2.984e-04	-2.585	1.059e-04	-1.875	-4.274	-3.511	-4.63	0	-1	-1	-1	REDOX SIGNALING	FLAVO HEMO PROTEIN	F3	CAGL0L06666g	Type II	DOWN	DOWN	DOWN	DOWN	CAGL0L06666g	YGR234W	S000003466	YGR234W	YHB1	Nitric oxide oxidoreductase; flavohemoglobin that plays role in oxidative and nitrosative stress responses; protects against nitration of cellular targets and against cell growth inhibition under aerobic or anaerobic conditions; yeast flavohemoglobin Yhb1p and human homolog neuroglobin NGB protect cells against alpha-synuclein cytotoxicity and aggregate formation; protein increases in abundance, relocalizes from nucleus to cytoplasmic foci upon DNA replication stress	-0.99	3.150e-04	1.152	3.974e-04	-0.019	9.999e-01	-0.417	4.847e-01
CAGL0L06776g		Has domain(s) with predicted DNA-binding transcription factor activity, sequence-specific DNA binding, zinc ion binding activity and role in regulation of transcription, DNA-templated	-0.595	3.065e-02	1.888	3.306e-04	0.44	1.453e-01	-1.497	9.964e-04	-0.752	2.408	0.92	-2.728	0	1	0	-1	REGULATION	UNKNOWN	F2	CAGL0L06776g	Type I	0	UP	0	DOWN	CAGL0L06776g	YMR136W	S000004744	YMR136W	GAT2	Protein containing GATA family zinc finger motifs; similar to Gln3p and Dal80p; expression repressed by leucine	-0.392	1.740e-01	2.479	1.402e-04	-0.098	9.999e-01	0.349	5.887e-01
CAGL0L06864g		Putative protein related to ECM3; gene is downregulated in azole-resistant strain	2.542	3.706e-04	3.08	4.852e-06	1.062	1.445e-04	0.653	3.046e-02	2.913	3.975	2.457	1.034	1	1	1	0	UNCLASSIFIED	_	Others	CAGL0L06864g	Type II	UP	UP	UP	0	CAGL0L06864g	YMR140W	S000004748	YMR140W	SIP5	Protein of unknown function; interacts with both the Reg1p/Glc7p phosphatase and the Snf1p kinase; forms cytoplasmic foci upon DNA replication stress	2.704	2.930e-06	0.329	1.270e-01	-0.022	9.999e-01	-0.193	6.163e-01
CAGL0L07480g		Ortholog(s) have DNA-binding transcription factor activity, double-stranded DNA binding, sequence-specific DNA binding activity	2.282	1.534e-06	1.125	2.943e-04	0.67	8.294e-02	-0.404	7.713e-02	2.609	1.405	1.489	-0.816	1	0	0	0	REGULATION	TRANSCRIPTIONAL REGULATOR	F2	CAGL0L07480g	OFF	UP	0	0	0	CAGL0L07480g	YBR066C	S000000270	YBR066C	NRG2	Transcriptional repressor; mediates glucose repression and negatively regulates filamentous growth; activated in stochastic pulses of nuclear localization in response to low glucose	3.995	2.520e-06	-1.087	5.468e-03	-0.093	9.999e-01	-0.746	1.913e-01
CAGL0L07502g		Putative GPI-linked cell wall protein	0.39	1.381e-01	-1.56	2.246e-03	1.228	1.633e-03	1.57	1.990e-03	0.398	-2.123	2.866	2.639	0	-1	1	1	MEMBRANE / CELL WALL	_	Others	CAGL0L07502g	Type I	0	DOWN	UP	UP	CAGL0L07502g	YBR067C	S000000271	YBR067C	TIP1	Major cell wall mannoprotein with possible lipase activity; transcription is induced by heat- and cold-shock; member of the Srp1p/Tip1p family of serine-alanine-rich proteins	1.498	1.300e-05	0.023	9.073e-01	-0.117	9.999e-01	-0.229	7.812e-01
CAGL0L07546g		Ortholog(s) have amino acid transmembrane transporter activity and role in amino acid transport, transmembrane transport	-0.346	2.296e-01	0.929	1.782e-03	-0.424	2.006e-02	1.248	6.604e-04	-0.462	1.148	-1.216	2.075	0	0	0	1	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0L07546g	OFF	0	0	0	UP	CAGL0L07546g	YDR046C	S000002453	YDR046C	BAP3	Amino acid permease; involved in uptake of cysteine, leucine, isoleucine and valine; BAP3 has a paralog, BAP2, that arose from the whole genome duplication	0.078	6.450e-01	0.081	6.918e-01	-0.112	9.999e-01	0.053	9.128e-01
CAGL0L08114g		Has domain(s) with predicted structural constituent of ribosome activity, role in translation and ribosome localization	-1.811	1.900e-04	-1.444	6.280e-05	-0.212	8.139e-02	-0.906	1.209e-03	-2.172	-1.971	-0.692	-1.693	-1	0	0	0	METABOLISM	RIBOSOMAL BIOGENESIS	F1	CAGL0L08114g	Type II	DOWN	DOWN	0	DOWN	CAGL0L08114g	YJL190C	S000003726	YJL190C	RPS22A	Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S15A and bacterial S8; RPS22A has a paralog, RPS22B, that arose from the whole genome duplication	-1.162	1.020e-03	0.237	2.755e-01	0.029	9.999e-01	-0.212	6.484e-01
CAGL0L08118g		Ortholog(s) have mRNA binding activity, role in maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), ribosomal small subunit assembly and small-subunit processome localization	-1.79	1.055e-04	-1.527	7.552e-05	-0.252	1.301e-01	-1.344	2.332e-04	-2.148	-2.08	-0.79	-2.459	-1	-1	0	-1	METABOLISM	RIBOSOMAL BIOGENESIS	F1	CAGL0L08118g	Type II	DOWN	DOWN	0	DOWN	CAGL0L08118g	YCR031C	S000000627	YCR031C	RPS14A	Protein component of the small (40S) ribosomal subunit; required for ribosome assembly and 20S pre-rRNA processing; mutations confer cryptopleurine resistance; homologous to mammalian ribosomal protein S14 and bacterial S11; RPS14A has a paralog, RPS14B, that arose from the whole genome duplication	-1.098	6.550e-03	-0.068	8.173e-01	-0.169	9.999e-01	-0.373	6.040e-01
CAGL0L08184g	FEN1	Predicted fatty acid elongase with role in sphingolipid biosynthetic process; mutants show reduced sensitivity to caspofungin and increased sensitivity to micafungin	-1.546	8.454e-05	-2.064	2.373e-05	-0.184	2.330e-01	-0.694	2.046e-02	-1.863	-2.787	-0.623	-1.322	0	-1	0	0	METABOLISM	FATTY ACID AND LIPIDS	F1	CAGL0L08184g	OFF	DOWN	DOWN	0	0	CAGL0L08184g	YCR034W	S000000630	YCR034W	ELO2	Fatty acid elongase, involved in sphingolipid biosynthesis; acts on fatty acids of up to 24 carbons in length; mutations have regulatory effects on 1,3-beta-glucan synthase, vacuolar ATPase, and the secretory pathway; ELO2 has a paralog, ELO1, that arose from the whole genome duplication; lethality of the elo2 elo3 double null mutation is functionally complemented by human ELOVL1 and weakly complemented by human ELOVL3 or ELOV7	-2.202	2.240e-05	0.309	3.600e-01	0.024	9.999e-01	0.555	2.704e-01
CAGL0L08294g		Ortholog(s) have role in axial cellular bud site selection and cell division site, cellular bud neck, cellular bud neck septin ring, incipient cellular bud site, integral component of plasma membrane localization	-0.392	4.484e-02	-0.452	4.148e-02	0.115	4.363e-01	1.268	2.414e-04	-0.515	-0.668	0.116	2.11	0	0	0	1	UNCLASSIFIED	_	Others	CAGL0L08294g	OFF	0	0	0	UP	CAGL0L08294g	YIL140W	S000001402	YIL140W	AXL2	Integral plasma membrane protein; required for axial budding in haploid cells; localizes to the incipient bud site and bud neck; glycosylated by Pmt4p; potential Cdc28p substrate	1.214	9.740e-04	-1.699	2.628e-04	0.032	9.999e-01	0.043	9.487e-01
CAGL0L08426g	SUE1	Ortholog(s) have role in protein catabolic process and mitochondrial envelope localization	1.797	9.604e-03	0.433	2.218e-01	-0.282	2.639e-01	0.062	8.859e-01	2.043	0.496	-0.864	0	1	0	0	0	METABOLISM	ENERGY PRODUCTION (RESPIRATORY)	F1	CAGL0L08426g	OFF	UP	0	0	0	CAGL0L08426g	YPR151C	S000006355	YPR151C	SUE1	Protein required for degradation of unstable forms of cytochrome c; located in the mitochondria	1.564	1.210e-03	1.045	3.607e-02	-0.271	9.999e-01	0.832	2.743e-01
CAGL0L08756g		Ortholog(s) have role in maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) and nucleus, preribosome, small subunit precursor localization	-1.251	6.423e-04	-1.055	3.941e-04	-0.122	5.423e-01	-1.119	6.789e-04	-1.518	-1.46	-0.468	-2.065	0	0	0	-1	METABOLISM	RIBOSOMAL BIOGENESIS	F1	CAGL0L08756g	Type II	DOWN	0	0	DOWN	CAGL0L08756g	YPL012W	S000005933	YPL012W	RRP12	Protein required for export of the ribosomal subunits; associates with the RNA components of the pre-ribosomes; has a role in nuclear import in association with Pse1p; also plays a role in the cell cycle and the DNA damage response; contains HEAT-repeats	-1.759	2.240e-05	-0.081	6.781e-01	0.017	9.999e-01	0.083	8.286e-01
CAGL0L09020g		Ortholog(s) have role in ATP export, carbon catabolite repression of transcription from RNA polymerase II promoter by glucose, cellular response to alkaline pH and cellular response to lithium ion, more	0.274	1.041e-01	0.146	5.128e-01	0.502	4.189e-03	1.279	2.456e-04	0.263	0.118	1.072	2.128	0	0	0	1	REGULATION	PROTEIN DEGRADATION	F2	CAGL0L09020g	OFF	0	0	0	UP	CAGL0L09020g	YPL002C	S000005923	YPL002C	SNF8	Component of the ESCRT-II complex; ESCRT-II is involved in ubiquitin-dependent sorting of proteins into the endosome; appears to be functionally related to SNF7; involved in glucose derepression	0.029	8.540e-01	0.023	9.124e-01	0.033	9.999e-01	0.071	8.864e-01
CAGL0L09086g		Ortholog(s) have 2-methylcitrate synthase activity, citrate (Si)-synthase activity, role in propionate catabolic process, 2-methylcitrate cycle, tricarboxylic acid cycle and mitochondrion localization	0.752	3.133e-03	1.282	7.715e-04	0.995	2.628e-04	0.098	7.145e-01	0.821	1.612	2.291	0.064	0	0	1	0	METABOLISM	ENERGY PRODUCTION (RESPIRATORY)	F1	CAGL0L09086g	Type II	0	UP	UP	0	CAGL0L09086g	YPR001W	S000006205	YPR001W	CIT3	Dual specificity mitochondrial citrate and methylcitrate synthase; catalyzes the condensation of acetyl-CoA and oxaloacetate to form citrate and that of propionyl-CoA and oxaloacetate to form 2-methylcitrate	1.143	1.200e-04	1.104	1.840e-03	0.502	9.999e-01	0.061	9.235e-01
CAGL0L09108g		Ortholog(s) have role in propionate metabolic process	0.932	8.362e-04	1.858	3.814e-05	0.61	1.241e-03	0.555	3.059e-02	1.032	2.368	1.341	0.862	0	1	0	0	METABOLISM	ENERGY PRODUCTION (RESPIRATORY)	F1	CAGL0L09108g	OFF	0	UP	0	0	CAGL0L09108g	YPR002W	S000006206	YPR002W	PDH1	Putative 2-methylcitrate dehydratase; mitochondrial protein that participates in respiration; induced by diauxic shift; homologous to E. coli PrpD, may take part in the conversion of 2-methylcitrate to 2-methylisocitrate	1.524	3.220e-05	1.86	3.624e-05	-0.491	9.999e-01	-0.726	9.498e-02
